,title,author,date,tag,collection,transmit,comments,songs,play
2188,Lofi：质感纯音，来杯午后咖啡,圆圆于萱,2021-12-09,轻音乐-学习-散步,849,61,评论,96,33124
2189,孤勇者｜陈奕迅｜EASON归来,烟火E清欢,2021-11-08,华语-怀旧,299,8,19,589,8486
2190,【GTA5新电台】MotoMami Los Santos,FrankEarl,2021-12-14,拉丁-雷鬼-流行,31,分享,9,28,448
2191,Drake Type Beat | 说唱伴奏,Wavy_Zy,2021-12-08,说唱-驾车-夜晚,48,分享,1,14,620
2192,《铃芽户缔/すずめの戸締まり 原声集》「暂定」,不安定的滑稽,2021-12-16,ACG-影视原声-日语,11,分享,5,25,578
2193,超燃的日语歌单！（持续更新）,i有情人,2021-11-30,ACG-日语-影视原声,578,41,31,102,5183
2194,「安眠轻音」奏响睡意来袭的乐章,总要有些随风飘扬,2021-12-08,轻音乐-学习-旅行,1192,85,评论,56,30478
2195,【洛天依V5】温柔空灵的洛神~,月凉弯弯,2021-12-10,ACG,27,分享,1,29,868
2196,『纯音/轻音』光风霁月,虚逐往,2021-12-07,轻音乐-安静-ACG,1569,1,1,77,29885
2197,听完这些歌就忘掉你了吧,找不到我了吧笨蛋m,2021-11-18,华语-流行-伤感,459,分享,评论,125,27059
2198,不要等我累了才说你爱我.,所以-呼救,2021-11-19,华语-伤感-夜晚,1042,102,评论,81,23434
2199,homegrown自家种 | 客厅起舞，逃离城市夜幕,原创君,2021-12-03,华语,630,35,35,17,21838
2200,倘若心里一直是你呢,小樊很丧,2021-12-01,伤感-网络歌曲-华语,190,134,1,60,3522
2201,宝藏歌曲、一键开启模式,7777Sakura,2021-12-16,华语-流行,1525,分享,评论,338,3644
2202,因为喜欢你，我尽力过♡,小黑猫欧芭,2021-12-16,世界音乐-欧美,1526,分享,评论,306,3329
2203,pt.10 适合去海边听的英文歌单,LSEA0912,2021-11-14,欧美-旅行-治愈,385,1,1,15,3589
2204,【黑暗乡村】猎杀对决,Simone_AC,2021-12-17,乡村-民族-蓝调,73,分享,2,22,868
2205,用户125731012的歌单,AJ是我是我真是我,2021-12-17,华语-摇滚-快乐,30,分享,评论,53,150
2206,Adele | 率真可爱的流行音乐天后,云音乐VIP,2021-11-05,流行-英伦,273,2,38,36,18247
2207,EDM | 流行大道和电子隧道交界处的走神飞艇,Silent_Appreciator,2021-11-27,电子-学习-兴奋,1511,1,评论,505,2812
2208,EA7、【超重低音硬曲】,Ershati,2021-12-06,工作-午休-下午茶,136,分享,评论,53,3152
2209,纯音乐 安静 睡眠,雾中的河,2021-11-15,轻音乐-安静,13172,3,1,132,56471
2210,FINE乐团2021天花板巡演杭州站,辣酱酱酱ace,2021-12-14,孤独-伤感-思念,25,6,评论,19,935
2211,国内摇滚乐队100首,少女的喜欢_,2021-10-17,华语-流行-摇滚,15170,16,10,99,182686
2212,Rap｜关于你的一切,GYiFi,2021-11-13,华语-R&B/Soul-流行,10557,分享,评论,15,540912
2213,愿他年相见｜花开依旧如昔,GYiFi,2021-10-27,华语-伤感-流行,11976,532,2,36,173236
2214,泰剧《 not me / 他不是我 》offgun 主演,大炮就是俺様,2021-12-13,影视原声,3,分享,评论,25,229
2215,♛【 维吾尔说唱精选丨Uyghur & Rap 】♡,阿拉丁FM,2021-11-11,小语种-流行-说唱,419,1,评论,115,14786
2216,北京PH玩家。每周更新…,姚乐乐乐乐乐乐乐,2021-12-04,欧美-说唱-酒吧,22,2,评论,85,208
2217,【欧美女声】这声音堪比跳跳糖,治愈说,2021-12-04,电子-欧美-放松,203,分享,评论,55,2224
2218,：夢回東京：Vaporwave 蒸汽波浪潮精选,-甜饼怪BABE-,2021-11-01,另类/独立-轻音乐-R&B/Soul,14845,18,9,184,133432
2219,[ slom share ],-Slom-,2021-12-14,欧美-爵士-古典,19,1,评论,55,155
2220,[Vicetone]2021 End Of The Year Mix正序单,某不知名的小钰,2021-12-16,流行-电子-舞曲,34,分享,1,35,448
2221,DRUCK第七季 （SKAM德国版 S7）BGM,我的饭卡天天有钱,2021-12-04,欧美-影视原声,31,分享,6,80,389
2222,《铃芽户缔》动画剧场版原声集,丹樱澪雨,2021-12-15,日语-ACG-影视原声,4,7,2,18,116
2223,世纪同台！Ye&Drake Free Larry Hoover,YoungJamBEATs,2021-12-10,欧美-说唱-流行,46,2,1,41,1804
2224,衣袖红镶边OST,mingwat93,2021-12-14,韩语-影视原声,11,1,评论,14,889
2225,讓我們一起見證新文化的崛起,應該愛愛我的人,2021-12-14,摇滚-电子-说唱,435,5,评论,59,124272
2226,2021billboard 日本单曲榜TOP100,CLOND7,2021-12-13,日语-流行-榜单,16,1,评论,81,246
2227,《女校》BGM合集（Most complete）,Guanzirui,2021-11-07,华语-清晨-放松,48,2,3,106,150
2228,华语摇滚好听到单曲循环,少女的喜欢_,2021-10-17,华语-流行-摇滚,13705,22,5,92,149325
2229,2021.24推荐合集,w1nter1scom1ng1,2021-12-18,说唱,25,分享,1,20,187
2230,陈慧娴|人生何处不相逢,Tjjy_7,2021-11-21,粤语-流行-影视原声,2528,分享,评论,50,5601
2231,冬天，是适合听陈奕迅的季节,零下几分钟_V5rE,2021-12-10,华语-粤语-流行,46,1,评论,114,229
2232,考研上岸丨你一定能够成为你想要去成为的人,僵尸KlNG,2021-12-18,华语-流行-学习,72,2,3,181,1145
2233,耳机党福利｜超酥超好听的的英文歌单！,佛系音乐藏家,2021-11-27,欧美-学习-清新,93,分享,评论,40,1745
2234,精选｜摇滚音乐,GYiFi,2021-10-27,华语-摇滚-放松,10169,26,评论,37,127997
2235,蜘蛛侠：英雄无归｜影视原声带,趣鸭,2021-11-29,欧美-放松-影视原声,10,分享,评论,35,2367
2236,无论我们以后是否分道扬镳 我都祝你幸福,小樂快睡觉,2021-12-15,怀旧-浪漫-伤感,2338,123,5,45,82
2237,青春会苍老 但我希望记忆里的你一切都安好,-甜饼怪BABE-,2021-11-21,华语-流行-怀旧,14731,3,评论,95,109530
2238,2021年1001tracklists TOP101 制作人榜单,Jeffrey-栋,2021-10-11,流行-电子-舞曲,224,10,13,101,4639
2239,2021说唱专区编辑评选欧美说唱百大优秀专辑,云音乐说唱专区,2021-12-13,欧美-说唱-榜单,32,分享,1,100,2905
2240,Narwal Music坏品味电台传送门,NarwalMusic,2021-07-26,学习-放松-快乐,14487,123,78,137,225484
2241,Westlife · 所爱越山海,Juan-Miguel,2021-12-17,欧美-流行-英伦,13,1,评论,13,313
2242,网络热播神仙声音（持续更新）,7777Sakura,2021-12-16,华语-流行,1535,分享,评论,134,3463
2243,我们恋爱吧第三季 第11期 BGM 背景音乐,伍六七十三哟,2021-12-12,轻音乐-旅行-浪漫,17,分享,评论,77,1989
2244,姜云升的语录太真实 太深刻,杏雨Chen_,2021-12-17,华语-夜晚-安静,33,分享,评论,12,435
2245,考研政治冲刺！ 马原史纲助记歌单,迷糊兔YY,2021-12-12,学习,9,分享,评论,22,107
2246,因为喜欢你，我伤心过♡,小黑猫欧芭,2021-12-16,欧美-世界音乐,1524,分享,评论,35,3241
2247,那些年一起听过的民谣,是Jsh啊,2021-12-05,华语-民谣,3233,分享,评论,32,3152
2248,GTA5 MOTOMAMI洛圣都电台【持续更新】,GTAonlineMusic,2021-12-14,欧美-R&B/Soul-说唱,19,2,4,34,368
2249,Fantastic back to the memories list,shinyako,2021-11-30,日语-怀旧-流行,20,分享,评论,23,89
2250,【摇滚】愿有人懂你的洒脱和温柔,少女的喜欢_,2021-10-25,华语-流行-摇滚,14517,12,2,41,141059
2251,✵Hardstyle✴︎Hardcore | 硬舞之力,Silent_Appreciator,2021-11-27,电子-酒吧-兴奋,1515,1,评论,1428,2969
2252,Rap、【平时喜欢听】,Ershati,2021-12-06,世界音乐-雷鬼-韩语,131,分享,评论,32,2388
2253,空灵电音|在理想国与太空中遨游,治愈说,2021-12-08,电子-放松-学习,201,分享,评论,26,2153
2254,戏腔古风｜好听的古风国风歌曲,GYiFi,2021-11-13,华语-流行-古风,11460,14,4,26,108194
2255,《古典主义》：难以形容的魅力,-甜饼怪BABE-,2021-11-26,爵士-欧美-古典,12390,2,1,174,87644
2256,Pitchfork杂志：2021年最好的100支单曲,E3-c7,2021-12-06,欧美-另类/独立-流行,101,3,6,100,2590
2257,华语流行|最爱听的歌曲,韦豪哥哥,2021-12-03,华语-流行,1168,分享,评论,132,56
2258,自习室·希望写个好故事-2022,白梦大家,2021-12-14,学习,12,分享,评论,208,100
2259,韩剧《衣袖红镶边》OST,吴爱星双子,2021-12-14,韩语-浪漫-影视原声,95,分享,1,14,6798
2260,冬日摇滚 | 和雪花一起跳舞的日子,云音乐摇滚专区,2021-12-15,摇滚,12,2,1,60,880
2261,海风吹皱了心事，用表白换一份期待,少女的喜欢_,2021-10-16,华语-流行-翻唱,13290,17,评论,172,139661
2262,治愈 温柔 学习 2.0,橙小澄啊,2021-12-14,学习-治愈,83,分享,评论,47,431
2263,《欢乐好声音2 ｜Sing2 》,Netflix影音社,2021-11-25,欧美-快乐-影视原声,39,1,4,20,1057
2264,歌荒？来听听这些华语耐听好歌,-甜饼怪BABE-,2021-11-24,R&B/Soul-夜晚-KTV,13009,分享,评论,121,89593
2265,那些燃到爆炸的说唱,少女的喜欢_,2021-11-14,流行-说唱,13406,8,评论,67,133268
2266,永遠臣服於溫柔｜給我浪漫,怡爆炸,2021-12-17,欧美-安静-治愈,166,分享,评论,59,1577
2267,Free Beat 高级感免费伴奏,少女的喜欢_,2021-11-23,流行-说唱,14821,2,1,128,117103
2268,御用“助眠歌单”,凛疯d,2021-12-12,安静-兴奋,206,分享,评论,45,31
2269,粤语经典｜感受九声六调的魅力,云村村服文艺委员,2021-12-04,粤语-流行-怀旧,1568,分享,评论,219,46
2270,有那么一刻我以为你是真的喜欢我,少女的喜欢_,2021-11-23,流行-说唱-孤独,14778,3,1,111,113003
2271,✨二群人の深夜电台（英语专场）,筱鹤之-crane,2021-12-18,欧美,29,分享,评论,386,105
2272,奥巴马2021年度歌单,Esperanza-----,2021-12-18,欧美-流行-说唱,10,分享,1,25,110
2273,「日系唯美」带你走进八音盒的世界,夏目贵树,2021-12-12,轻音乐-安静-ACG,1229,分享,评论,27,24
2274,Netflix｜猎魔人/The Witcher 第二季,Netflix影音社,2021-12-11,欧美-兴奋-影视原声,30,3,1,56,2317
2275,最强oldschool中文说唱boombap一直听一直爽,小霖笑了,2021-12-18,华语-说唱-兴奋,211,13,1,58,30872
2276,喜大普奔 云村上市 | 今日一起接好运❤,网易云音乐,2021-11-30,华语-感动-快乐,5404,368,2665,30,1140531
2277,一个射手座的歌单,一只眼睛的鹿_,2021-11-06,华语-流行-说唱,7813,667,45,79,940273
2278,一个狮子座的听歌列表,來自十九層地獄__,2021-07-22,华语-流行-夜晚,7597,36,29,170,931844
2279,慵懒 R&B｜独处时的随性浪漫,橙小澄啊,2021-12-14,R&B/Soul,16,分享,评论,34,109
2280,夏日的遗憾一定会被冬日的暖阳化解,用户loucufan19750318-,2021-11-10,华语-夜晚-流行,3887,分享,1,98,518627
2281,一个双子座的听歌列表,用户yongfangci19600119-,2021-11-12,华语-流行-怀旧,3646,2,4,95,475846
2282,一个双子座的听歌列表,花毛峰HMF,2021-11-12,华语-流行-伤感,2996,6,8,121,406739
2283,你眼里那无法驱散阴霾的光,刘正武武武,2021-11-22,华语-流行-伤感,6364,243,18,103,388318
2284,夜深了 | 再温柔的人在夜晚也会露出伤疤,献给莉莉的玫瑰,2021-11-23,华语-夜晚-伤感,1572,16,10,44,369010
2285,「跳跃旋律」我的有趣住在无聊的日常里,Tataaaaaaa_,2021-12-11,华语-快乐-放松,2609,37,39,47,352630
2286,丧rap | 该怎么形容你最贴切,欧阳鹏oyp,2021-11-07,华语-流行-说唱,5334,分享,评论,51,319660
2287,【旋律♫国语】‘再见’是下一次见面的预告,亲爱的虾皮女士,2021-11-10,华语-粤语-夜晚,2382,49,36,45,313066
2288,孤独治愈所 | 人最怕精神上的孤独,欲望始终难抵你,2021-11-28,华语-说唱-流行,2843,10,2,123,1566998
2289,「孤独回忆录」✧没有月亮的夜晚你在想什么,Justin爱吃水煮鱼,2021-12-16,华语-夜晚-思念,3043,42,69,45,296556
2290,经过了兜兜转转的重逢是场浪漫,用户ronghang19820415-,2021-11-10,华语-流行-怀旧,4137,15,1,98,288248
2291,一个金牛座的听歌列表,三千大世界7,2021-09-24,伤感-怀旧-治愈,7652,105,38,382,279567
2292,一个天蝎座的听歌列表,桃花灼情乐,2021-11-09,华语-流行-夜晚,5768,26,16,148,274107
2293,古风｜看小说时听的歌单②,ARP-ONE,2021-08-22,古风-学习-孤独,1583,26,6,398,266954
2294,后来就算再喜欢 可再也不主动了,世间温柔皆可期,2021-09-25,华语-伤感-思念,3475,85,15,110,287156
2295,深夜歌单 | 凌晨三点的心碎时刻,KIND_CL,2021-09-26,华语-流行-夜晚,4130,8,6,123,253561
2296,“我尽力喜欢过，可聚散不由我.”,夜辰tut,2021-09-23,华语-流行-伤感,3015,18,19,125,299937
2297,一个天蝎座的听歌列表,然然K2Y,2021-11-12,清晨-流行-华语,2564,分享,1,103,233569
2298,一个金牛座的听歌列表,星星为谁哭了,2021-09-24,华语-流行-伤感,8831,35,21,217,227701
2299,情绪男嗓｜兵分两路 各种忙乱 互不牵挂,赤兔死带喔,2021-10-17,华语-流行-治愈,3032,143,12,54,242510
2300,抒情诗篇｜你慢慢走 光在前面 我就在你后面,早起呆毛会炸,2021-12-13,华语-散步-思念,1088,7,9,46,212438
2301,「立冬物语」初雪的时候，我会去见你。,听音乐吃火锅看烟花,2021-11-07,华语-放松-清新,3010,58,94,41,203845
2302,适合肝作业的歌单,小懒很懒啊,2021-10-19,流行-学习-工作,2691,144,9,80,198557
2303,放松心情，提高学习效率,星星不会发光的地方,2021-12-02,轻音乐-夜晚-学习,1982,3,1,1533,187062
2304,▷城市浪漫运作|想去没人的岛 摸摸鲨鱼的角,Ari非官方指定美黑师,2021-12-09,华语-浪漫-治愈,3326,53,98,45,185605
2305,幸与不幸都有尽头,vft01d,2021-11-11,华语-夜晚-怀旧,2634,4,1,92,168070
2306,一个射手座的听歌列表,koji55,2021-11-10,华语-流行-夜晚,1360,1,1,82,161442
2307,温柔男声｜滴滴～这里是叫醒服务,哔哔哔朴3611,2021-10-18,华语-夜晚-清新,2136,130,3,53,160741
2308,那些熟悉的欧美流行神曲「盘点合集」,倾难V,2021-09-01,欧美-摇滚-电子,2153,29,15,56,168359
2309,生活其实很简单，过了今天就是明天,一片孤叶行舟,2021-11-23,华语-流行-夜晚,2612,1,评论,87,154508
2310,人在最无助的时候，看什么都像救赎,x9w658,2021-11-12,华语-流行-夜晚,2570,8,3,105,153071
2311,好听到爆炸的中文说唱,不再犹豫_czEt,2021-11-27,华语-说唱-兴奋,2841,4,2,114,144310
2312,我假装四处看风景，其实眼里只有你,gReceYME,2021-11-28,华语-流行-清新,636,2,评论,214,135629
2313,「温暖辑」改变的是时光，不变的是有你陪伴,云音乐歌单之友,2021-12-02,华语-治愈-流行,3643,56,145,40,132626
2314,治愈｜风月都好看，人间也浪漫,用户quanzai19830612-,2021-11-11,华语-流行-夜晚,5201,15,4,117,135671
2315,Lo-Fi: 来自未来的复古式浪漫,更汗的887,2021-12-12,轻音乐-学习-工作,3254,43,评论,53,124663
2316,「失眠者」跌落深海，听琴声告白,林楠萌,2021-12-12,轻音乐-午休-治愈,1773,37,评论,121,115267
2317,让我带你认识一下VOCALOID,xbcrystalheart,2021-12-04,ACG-清新-快乐,3512,114,评论,66,112495
2318,你会爱上这个歌单⑤,赶海少女,2021-11-11,流行-治愈,1097,4,1,1399,106048
2319,物是人非，就像当初我说喜欢你一样,想昵称想得头大,2021-11-10,夜晚-伤感-孤独,1447,8,1,585,98102
2320,学习纯音丨与星河坠入书海漂泊,天赋异禀噢,2021-12-12,轻音乐-学习-放松,749,45,评论,122,88555
2321,十二月情书丨愿冬日安好 往后皆是春光烂漫,_狗十三-,2021-12-01,华语-流行-浪漫,311,8,3,41,77614
2322,对你的喜欢，就像日子一样只增不减,你说你不要了,2021-11-23,华语-流行-夜晚,571,7,评论,126,75770
2323,它并不是我的花 我只是途径了它的盛放,用户loucufan19750318-,2021-11-10,华语-流行-夜晚,4175,分享,评论,85,508643
2324,往事不如烟，只是认真的人太可怜.,awslawsl-,2021-10-21,伤感-华语-流行,1446,108,2,105,79979
2325,一个处女座的听歌列表,用户yongfangci19600119-,2021-11-12,华语-流行-夜晚,3832,分享,评论,105,461339
2326,可惜你不是我，你不会懂得我的感受,和你双排就像坐牢,2021-08-15,孤独-翻唱-伤感,4573,26,17,126,459676
2327,纯音丨用音乐和书香开启元气之晨,来日相聚就是缘,2021-12-12,轻音乐-学习-工作,670,39,评论,121,59084
2328,一个摩羯座的听歌列表,花毛峰HMF,2021-11-12,华语-流行-夜晚,4751,29,21,121,374399
2329,在分岔的路口，我们又错过.,Bamboo竹子社团,2021-09-16,华语-流行-伤感,1420,114,2,109,66047
2330,高效助学｜用往日苦难铺垫梦想路,见青山t,2021-12-15,学习-轻音乐-感动,1087,58,评论,79,48760
2331,我把喜欢写在风里，从此整个世界是你,柠檬味的TEA_,2021-11-24,华语-流行-夜晚,632,分享,评论,91,48857
2332,治愈基地 | 路过的风也知道我在想你,欲望始终难抵你,2021-11-28,华语-流行-说唱,2650,3,1,120,304229
2333,“红尘落寞，碎了一世的柔情”,过往早已变得平淡_,2021-12-12,伤感,967,2,评论,866,49722
2334,心里的海·在你的一次次不确定当中翻起海啸,Justin爱吃水煮鱼,2021-11-22,华语-夜晚-孤独,1043,13,7,44,281701
2335,全网好听的歌曲呀,啊你在说什么呀,2021-11-22,流行-放松-快乐,256,1,评论,3311,43745
2336,你被偏爱，所以有恃无恐！,欧阳鹏oyp,2021-11-23,华语-流行-说唱,3104,2,评论,40,277568
2337,世界充满分歧所以要学会尊重别人,用户ronghang19820415-,2021-11-10,华语-流行-怀旧,4270,22,6,94,282616
2338,摇滚告白 // 深入骨髓的柔情与呐喊,银河味苏打,2021-12-06,华语-摇滚-浪漫,325,7,1,20,62566
2339,抗干扰轻音：隔绝杂忧，研心习题,人生苦短555999,2021-12-11,轻音乐-学习-工作,2053,41,1,201,51364
2340,黑豹乐队回归云村|致永不妥协的摇滚精神,网易云音乐,2021-11-29,华语-摇滚-怀旧,1136,40,119,30,251083
2341,把喜欢写进歌里唱给你听吖,小陈不爱学习呀,2021-12-13,流行-浪漫-治愈,2801,6,1,1006,85477
2342,超好听的温柔女声,世间温柔皆可期,2021-10-09,华语-翻唱-流行,3542,40,35,520,268681
2343,情歌伤感集：失去的爱不值得留恋,來自十九層地獄__,2021-08-29,治愈-流行-华语,3313,1,4,151,244190
2344,一个处女座的听歌列表,然然K2Y,2021-11-12,华语-流行-夜晚,2451,分享,3,101,230872
2345,一个天秤座的听歌列表,KIND_CL,2021-09-26,华语-流行-夜晚,5696,606,47,239,255715
2346,一个只有摩羯座才能听懂的听歌列表,夜辰tut,2021-09-24,华语-流行-伤感,1640,20,34,118,243140
2347,沉浸式“学习”｜适合看小说时听的歌单⑨,古风-少女,2021-10-25,华语-古风,257,2,1,1536,37210
2348,✈失眠日记 | 深夜总是和开心走散,亲爱的虾皮女士,2021-12-08,华语-浪漫-伤感,1043,16,15,45,223812
2349,生活需要加点糖,被雪飘过De夏天,2021-11-18,治愈,1132,1,评论,713,35345
2350,一个水瓶座的听歌列表,桃花灼情乐,2021-11-10,华语-夜晚-流行,4563,25,11,104,210040
2351,一个白羊座的歌单,一只眼睛的鹿_,2021-11-06,华语-流行-说唱,2655,29,12,80,211741
2352,Emo｜失落的是你那天再也没回头,赤兔死带喔,2021-10-01,华语-夜晚-伤感,2819,128,43,84,210754
2353,一个水瓶座的听歌列表,星星为谁哭了,2021-09-24,流行-华语-夜晚,8588,21,22,222,499676
2354,轻音咖啡厅：落日余晖的复古格调,圆圆于萱,2021-12-09,轻音乐-学习-工作,878,62,评论,114,33119
2355,天冷了，听个歌单暖一下吧,小陈同学的美滋滋生活吖,2021-11-18,治愈,199,1,评论,666,33019
2356,经典摇滚:30大英国蓝调摇滚专辑,不二大叔呀,2021-12-12,欧美-摇滚-蓝调,268,8,2,30,38374
2357,孤独的时候音乐为伴,带着眼泪去旅行,2021-11-18,孤独,724,3,评论,691,32250
2358,完美起床铃，消灭起床气,彩礼只要三颗糖,2021-11-27,治愈,1159,1,1,397,32502
2359,2021滚石年度最佳50首单曲,恣肆丹青,2021-12-07,欧美-榜单,265,14,8,50,32208
2360,纯音自习室｜一起来自习吧！,星星不会发光的地方,2021-12-02,轻音乐-夜晚-学习,1994,3,1,1519,184609
2361,一个白羊座的听歌列表,三千大世界7,2021-09-24,伤感-华语-流行,6805,62,11,363,186331
2362,星星温柔泛滥，人间始终至善,vft01d,2021-11-11,华语-流行-夜晚,2330,4,评论,91,166234
2363,一个双鱼座的听歌列表,koji55,2021-11-10,华语-流行-清新,1517,2,1,116,157246
2364,人间美好 落日和你,刘正武武武,2021-11-22,华语-流行-怀旧,2303,117,5,86,160291
2365,一个可以顺利拉粑粑的歌单,哔哔哔朴3611,2021-10-18,华语-流行-网络歌曲,3040,234,70,55,193312
2366,“听完这些歌，就把你忘了.”,找不到我了吧笨蛋m,2021-11-18,华语-流行-伤感,448,分享,评论,121,27332
2367,你是人间宝藏，藏我一生欢喜,一片孤叶行舟,2021-11-23,华语-流行-伤感,2478,1,评论,105,142294
2368,古风｜看小说时听的歌单⑥,ARP-ONE,2021-08-22,古风-学习-孤独,1263,17,8,398,166713
2369,2021 MTV EMAs欧洲音乐大奖获奖作品合集,Ari非官方指定美黑师,2021-11-17,欧美-榜单,733,8,24,47,133936
2370,所有事情只要你觉得值得就好,x9w658,2021-11-12,华语-流行-夜晚,2516,8,3,116,137326
2371,国内独立乐队 | 独特浪漫调味剂,贝克克_,2021-11-29,华语-摇滚-90后,396,4,4,97,27689
2372,我莫名奇妙地笑了，只因想到了你,gReceYME,2021-11-28,华语-流行-夜晚,551,分享,评论,123,127195
2373,阅读轻音馆丨书香韵墨，浪恬心静,更汗的887,2021-12-12,轻音乐-工作-治愈,3165,41,评论,41,123310
2374,甜蜜嘻哈 柔情说唱 超炫flow,不再犹豫_czEt,2021-11-27,华语-说唱-流行,2671,7,评论,70,131504
2375,小雪 | 花雪随风不厌看，暖茶暖酒暖人心,献给莉莉的玫瑰,2021-11-22,华语-浪漫,2042,46,90,27,121605
2376,「香港的女儿」梅艳芳 · 岁月留声 芳华永存,云音乐歌单之友,2021-11-17,粤语-怀旧-感动,2134,38,162,58,125099
2377,适合睡觉觉听的歌单（持续更新）,小懒很懒啊,2021-10-18,夜晚-治愈-流行,2122,111,评论,77,119568
2378,学习指南｜朝书堆跋涉，雅韵定心,林楠萌,2021-12-12,轻音乐-学习-孤独,1604,38,评论,201,114482
2379,轻音乐|抄书写作业必备,xbcrystalheart,2021-11-17,学习-放松-轻音乐,5222,3,1,526,112768
2380,旋律说唱｜请感受rap的深情告白,陈渝Ya,2021-11-01,流行-兴奋-说唱,588,2,2,40,24262
2381,你会爱上这个歌单⑥,赶海少女,2021-11-11,流行-治愈,1085,2,2,1396,101491
2382,工作解压:轻松一刻 摆脱乏味生活,天赋异禀噢,2021-12-12,轻音乐-学习-工作,694,46,评论,146,87967
2383,流行｜我希望你是为我而来,用户quanzai19830612-,2021-11-11,华语-夜晚-怀旧,5913,1,评论,103,78194
2384,✨二群人の深夜电台（日语专场）,筱鹤之-crane,2021-12-18,日语,32,2,评论,205,100
2385,「浪漫Rap」细腻情感藏在流水般的flow里,_狗十三-,2021-11-03,华语-说唱-伤感,575,10,评论,38,77782
2386,欧美温柔嗓音氛围感,未来的及和夏天告别,2021-11-18,欧美-流行,2327,分享,评论,76,13951
2387,一个射手座的听歌列表,花毛峰HMF,2021-11-12,华语-流行-夜晚,4874,25,26,137,357641
2388,荣幸是什么，是江河三千遇见你,你说你不要了,2021-11-23,华语-流行-伤感,508,4,1,127,65636
2389,Lofi：质感纯音，来杯午后咖啡,来日相聚就是缘,2021-12-12,轻音乐-下午茶-地铁,828,44,评论,110,57979
2390,雾会起爱也会消散,爱张哈哈,2021-12-05,华语-流行,1583,分享,评论,20,24
2391,耳朵福利：百首好听宝藏热歌精选,欲望始终难抵你,2021-12-09,华语-流行-伤感,4856,106,1,373,254900
2392,天籁大赏♪酣畅淋漓|21世纪发光的Diva们,Justin爱吃水煮鱼,2021-10-18,欧美-流行-感动,1206,18,5,43,245455
2393,谢春花/孟慧圆/陈意涵| 自由现代的浪漫女声,网易云音乐,2021-11-13,华语-民谣-治愈,1170,18,20,45,244825
2394,布兰妮迎来自由曙光 | “这是最好的一天”,听音乐吃火锅看烟花,2021-11-13,欧美-流行-怀旧,170,3,1,25,51377
2395,学习纯音丨与星河坠入书海漂泊,见青山t,2021-12-15,轻音乐-学习-工作,1104,49,评论,85,48071
2396,“不恋尘世浮华，不写红尘纷扰”,过往早已变得平淡_,2021-12-12,伤感,991,1,评论,803,52607
2397,以梦为伴，不负朝华,啊你在说什么呀,2021-11-22,轻音乐-夜晚-学习,328,1,评论,1538,43590
2398,很遗憾吧，这辈子再也见不到你了,世间温柔皆可期,2021-10-04,华语-流行-伤感,1977,31,15,162,216832
2399,失恋｜有些人不是你挽留了 他就不会走的,赤兔死带喔,2021-10-11,夜晚-伤感-流行,2708,151,7,55,197957
2400,一个狮子座的听歌列表,桃花灼情乐,2021-11-10,华语-夜晚-治愈,3238,13,9,99,188272
2401,冬日的歌 | 听见下雪的声音,云音乐经典专区,2021-12-13,怀旧-经典,88,5,评论,30,38722
2402,暖心小调｜藏匿冬日里的治愈宝藏,人生苦短555999,2021-12-11,轻音乐-学习-工作,1489,28,评论,113,39579
2403,一个双子座的歌单,一只眼睛的鹿_,2021-11-06,华语-流行-说唱,2106,11,9,106,175810
2404,背书刷题轻音:送给正在奋斗的你,柠檬味的TEA_,2021-12-12,轻音乐-学习-治愈,709,62,评论,119,37882
2405,华语伤感 | 有些人相识相知又归零,KIND_CL,2021-10-23,流行-华语-伤感,1627,2,2,150,168435
2406,把喜欢写进歌里唱给你听鸭,小陈不爱学习呀,2021-12-13,流行-浪漫-治愈,2721,5,2,1005,62637
2407,一个双子座的听歌列表,三千大世界7,2021-09-24,华语-夜晚-流行,7601,117,14,354,168817
2408,时光里山南水北，你我间人山人海,vft01d,2021-11-11,华语-夜晚-流行,2267,分享,评论,98,161929
2409,Dream pop // 欢迎乘坐银河特快,银河味苏打,2021-10-14,欧美-另类/独立-放松,491,16,10,30,36446
2410,刷到此歌单一夜暴富,被雪飘过De夏天,2021-11-18,流行-工作,1145,1,评论,2261,34346
2411,零碎的岛屿终会找到海，慢慢亦漫漫。,刘正武武武,2021-11-07,华语-流行,2600,120,10,91,172459
2412,写作业时能听歌吗？当然可以！,來自十九層地獄__,2021-12-14,轻音乐-学习-工作,875,50,1,60,149942
2413,沉浸式“学习”｜适合看小说时听的歌单⑩,古风-少女,2021-10-25,华语-古风,210,3,评论,1527,33691
2414,Chill&Lo-Fi｜夏日迷弥梦氛围,圆圆于萱,2021-12-09,轻音乐-学习-下午茶,842,64,评论,107,32834
2415,我把喜欢写在风里，从此整个世界是你,一片孤叶行舟,2021-11-23,华语-流行-治愈,2396,分享,评论,101,139623
2416,不要因為别人的一句話而丢掉一整天的快樂,哔哔哔朴3611,2021-10-18,流行-治愈-清新,2182,139,12,51,139661
2417,你不是失眠，而是在想TA,带着眼泪去旅行,2021-11-18,流行-夜晚-伤感,723,2,评论,621,31087
2418,完美起床铃，消灭起床气,彩礼只要三颗糖,2021-11-27,治愈,1133,1,评论,382,28394
2419,雷鬼 | 牙买加吹来热情沙滩风,不二大叔呀,2021-12-07,雷鬼-旅行-快乐,218,3,评论,33,28214
